id,date,label,prediction,prob,gh
58992082,2022-05,0,0,0.4572721151106164,4
59001751,2022-07,0,0,0.42568465835254826,4
58984653,2022-05,1,1,0.6181554377217445,9
59004688,2022-05,0,0,0.408341727528823,3
58993212,2022-06,0,0,0.4130139903362356,3
58997555,2022-05,0,0,0.39466856126884564,3
54983229,2022-05,0,0,0.34772178632828704,1
58996112,2022-09,0,1,0.595095381201767,9
54988970,2022-06,0,0,0.3848323105036057,2
54986288,2022-06,0,0,0.45155634049950527,4
54985076,2022-04,1,0,0.40667771646256545,3
58985868,2022-06,0,0,0.4382138369855376,4
58985063,2022-06,0,0,0.4842185021584609,5
58983893,2022-06,0,0,0.4858528673836964,5
54989871,2022-09,0,0,0.3858689311362247,2
58990649,2022-07,0,1,0.5970204742912267,9
58991182,2022-08,0,1,0.566476961480185,8
54985261,2022-05,0,0,0.38819547826913825,2
59001900,2022-05,1,0,0.40960125633181266,3
58998624,2022-08,0,0,0.3706648100788366,2
59003842,2022-04,0,1,0.5557858869441836,7
59001486,2022-05,0,1,0.5252257252170373,6
59003613,2022-07,0,1,0.5183820976748256,6
58986063,2022-05,0,1,0.538700000435143,7
58986802,2022-07,1,1,0.6058926200143244,9
58983048,2022-08,0,1,0.5492435349928927,7
58987035,2022-06,0,0,0.35976281699084894,2
59005413,2022-06,0,1,0.5259344057068907,6
58995532,2022-04,0,0,0.43229532134185,4
59004304,2022-06,0,0,0.44609204664349505,4
58986623,2022-06,0,0,0.4351910920628083,4
58992063,2022-09,0,1,0.5631625717377212,8
54989455,2022-08,0,0,0.33542853469028067,1
54986068,2022-04,0,0,0.4407507064180686,4
58995478,2022-04,0,1,0.5482927946664632,7
58994981,2022-05,0,1,0.5738232365385192,8
59003723,2022-06,0,1,0.5244982433977569,6
58995487,2022-04,0,0,0.4713721093258655,5
58994630,2022-05,0,1,0.5475854725656574,7
54984766,2022-08,0,0,0.485399295073646,5
58984757,2022-06,0,1,0.574882805601741,8
58988697,2022-04,1,1,0.6431166347973085,10
58990235,2022-04,0,0,0.37920063042931945,2
59003447,2022-05,0,1,0.5378071896544909,7
54991626,2022-07,0,0,0.48301184086362786,5
58997719,2022-05,0,1,0.5606469927795146,8
59001617,2022-05,1,1,0.5411999976226596,7
58982583,2022-08,0,0,0.36144311231007314,2
59002318,2022-08,0,1,0.531178803019132,7
54984214,2022-04,0,1,0.6029398627044674,9
58998833,2022-08,0,0,0.4003875512465062,3
54982356,2022-09,0,0,0.4159522623231041,3
58987512,2022-04,0,0,0.3821772754225002,2
54982859,2022-09,0,0,0.35619850758997385,1
54989065,2022-04,0,0,0.48051797291025466,5
58988956,2022-08,0,0,0.48975961953132807,5
54983342,2022-08,0,0,0.3497310676918648,1
54985358,2022-06,1,1,0.5729660215378616,8
59000457,2022-04,0,0,0.4892508820367841,5
58982397,2022-06,0,0,0.36764765106857544,2
58997607,2022-05,0,0,0.3830314588053411,2
59005683,2022-06,0,1,0.5242765626052888,6
58994856,2022-09,1,1,0.6246898889825876,9
58995726,2022-09,0,0,0.37949271013975144,2
58989819,2022-08,0,0,0.36527670470527057,2
59002087,2022-05,0,0,0.3709443288987883,2
59004571,2022-05,0,0,0.4355821777313578,4
58999971,2022-09,1,0,0.4072116820667553,3
54991321,2022-08,0,1,0.5236448174522094,6
58989270,2022-05,0,0,0.42229984388840797,3
59000930,2022-08,0,0,0.48084200996030496,5
58990289,2022-04,0,0,0.39474910358787824,3
58990724,2022-07,0,0,0.4944281394495399,6
59002105,2022-08,1,0,0.47501333090885206,5
58996619,2022-05,0,0,0.41804490695037394,3
58999668,2022-08,0,0,0.3477905436737294,1
58991594,2022-07,1,0,0.3974655675277027,3
58996010,2022-08,0,0,0.3986465008114497,3
58995381,2022-09,0,1,0.5729426611988458,8
59005841,2022-07,0,0,0.44317935915327067,4
54985748,2022-06,0,0,0.39323769586512003,3
59001818,2022-06,0,0,0.3999037031060925,3
58996773,2022-05,0,1,0.5583238899960303,7
59004587,2022-04,0,0,0.379279842956147,2
59002037,2022-06,1,0,0.4251641798710682,4
54983623,2022-06,0,0,0.3818376080369547,2
54985410,2022-04,0,0,0.35414793505004627,1
59002775,2022-08,0,0,0.32507330405618085,1
59005871,2022-05,0,0,0.42882600454704234,4
54990331,2022-04,0,0,0.37252406896031326,2
54990339,2022-09,0,0,0.45042098703533234,4
54988464,2022-05,0,0,0.47952403217032163,5
58991921,2022-04,0,0,0.4656743420972027,5
54991742,2022-08,0,1,0.5587435432273787,7
58991066,2022-07,0,1,0.5763268497203137,8
58982587,2022-05,0,0,0.4963419609095157,6
54986064,2022-06,1,0,0.36636315805290026,2
54988624,2022-09,0,0,0.4096965000713007,3
59001676,2022-06,1,0,0.3655823461672418,2
58987491,2022-09,0,1,0.5517409616563375,7
58986444,2022-06,0,1,0.5935469223717518,8
58993220,2022-06,1,0,0.4366482055683687,4
54986977,2022-04,1,1,0.5808465720300688,8
59003524,2022-05,0,0,0.46696783765480065,5
54986325,2022-05,0,0,0.4498135333385191,4
59001932,2022-08,0,0,0.45990161564172766,5
59003229,2022-05,0,1,0.5268286129672706,7
58991820,2022-05,0,0,0.3623472155470314,2
58984972,2022-06,0,0,0.35187086704819726,1
59002213,2022-04,0,0,0.40981641672128705,3
54988388,2022-06,0,1,0.5302078517423915,7
58998658,2022-09,0,0,0.39186075724837033,3
54985691,2022-08,1,1,0.6312070618782445,10
54983200,2022-05,0,0,0.41479948069691397,3
54986029,2022-04,0,0,0.47604281701925105,5
58988886,2022-04,0,1,0.6310097878247268,10
54991470,2022-05,0,0,0.38662792553945535,2
54983292,2022-06,0,0,0.45003052545740907,4
54986948,2022-08,1,0,0.4140207824727936,3
59001565,2022-05,0,0,0.3993928069853904,3
58983482,2022-05,0,0,0.3829658253245734,2
58984645,2022-08,1,1,0.5967026115677558,9
58994409,2022-05,0,1,0.604730107187011,9
58993039,2022-08,0,0,0.49491127774063215,6
59002389,2022-07,0,0,0.4544469433378193,4
58988432,2022-06,0,0,0.4091983715837022,3
58984207,2022-07,0,0,0.4744786907755519,5
58982507,2022-05,0,0,0.4933577864243713,6
59004857,2022-04,0,1,0.5100810515511491,6
58991389,2022-08,0,1,0.5085196792054892,6
54987756,2022-04,0,0,0.35877516044642604,2
59000497,2022-08,0,0,0.469987958960131,5
58983791,2022-05,0,0,0.4621600188773336,5
54986897,2022-04,0,0,0.4064314618737654,3
59002542,2022-05,0,1,0.5347312494761894,7
58984708,2022-06,0,0,0.40830291748768155,3
59001300,2022-05,0,1,0.5577634104424418,7
58994712,2022-05,0,0,0.419901899447065,3
54989370,2022-06,0,0,0.3317726747608469,1
59005266,2022-06,0,0,0.4176041225817018,3
58999868,2022-04,0,0,0.3550783342957603,1
58989236,2022-06,1,1,0.534107793263425,7
59005680,2022-08,0,0,0.4389693313499853,4
58999208,2022-08,0,0,0.3569441112729597,1
58983905,2022-06,0,0,0.4293752366535761,4
58990626,2022-05,0,0,0.45659888863316955,4
59004284,2022-04,0,0,0.4171157890774431,3
59000414,2022-05,0,0,0.38113837221911956,2
54984476,2022-05,0,0,0.4915114063364329,5
54987865,2022-05,0,0,0.39591469660867384,3
54986075,2022-08,1,1,0.5665660780347164,8
54986165,2022-05,0,0,0.38647568643907393,2
54989125,2022-08,0,0,0.35312839751586333,1
54987747,2022-04,0,1,0.6371097705217621,10
58993064,2022-04,0,0,0.4260607348366234,4
54985355,2022-05,0,0,0.38177228930829615,2
58999945,2022-07,0,1,0.516349303477706,6
54984182,2022-06,1,0,0.3773496637998487,2
59000851,2022-07,0,0,0.35591270108627826,1
58994224,2022-06,0,0,0.39712085733101377,3
54983694,2022-06,0,0,0.37655911726545155,2
54988879,2022-06,0,1,0.5343501215106239,7
58994781,2022-08,0,0,0.39425855459753045,3
54985214,2022-06,0,0,0.427450609837222,4
54988306,2022-05,0,1,0.5318979712839408,7
58994429,2022-05,1,1,0.5698514834427517,8
58995813,2022-04,0,1,0.6011322484220024,9
54986687,2022-05,0,0,0.4035693349228688,3
58999709,2022-05,0,0,0.35523783531794995,1
59000307,2022-07,0,0,0.39046853502084067,2
59002940,2022-06,0,1,0.5123970980219763,6
54986826,2022-07,0,0,0.40391262745801904,3
58987368,2022-06,0,1,0.5525973937518815,7
54987487,2022-04,0,0,0.4239925749074417,3
54982579,2022-06,0,0,0.3433522685263388,1
58991651,2022-09,0,0,0.3814426564799889,2
58989150,2022-04,0,0,0.3987080671852051,3
54992451,2022-04,0,0,0.40559995990761216,3
54988132,2022-08,0,0,0.3776102095654078,2
54985177,2022-04,0,0,0.3976356322686343,3
54983039,2022-07,0,1,0.5428300827553796,7
59004203,2022-08,0,0,0.40249922074490746,3
59000105,2022-09,0,1,0.5358861403458842,7
54987227,2022-07,0,0,0.40630967792190525,3
58988360,2022-07,0,1,0.5628271385960631,8
